AY,Institution,Position,Address,Link,TrackType,DateAdded,DateAdded2,Description,,,
2015-2016,Colorado Mesa U,Assistant Professor of English [24163],"Grand Junction, CO 81501",https://apply.interfolio.com/32956,TT,11/04/2015,2015-11-04,"Colorado Mesa University in Grand Junction, Colorado invites applications for a full-time, tenure-track assistant professorship in English with an expertise in technical and professional writing. Evidence of expertise would include graduate course work, Ph.D. exams, scholarship, teaching experience and/or work experience. Other areas of specialization are open. The successful candidate will have the opportunity to shape the program and offerings in the future.Duties and Responsibilities: Teaching duties include first year composition and appropriate upper and lower-division courses in technical writing and literature. The teaching load is a minimum of four courses in both the Fall and Spring semesters. Additional responsibilities include scholarship, service to the college and department, and academic advising.Requirements: Ph.D. or ABD in English or a related field (from a nationally accredited institution), scholarly potential (unpublished research, research assistantships, works-in-progress, grant work, etc.), and a demonstrated commitment to university level teaching are required.Colorado Mesa University is particularly interested in candidates who have experience working with students from diverse backgrounds and who have a demonstrated commitment to improving the levels of access and success for underrepresented students within higher education.Review of completed applications will begin December 15th 2015. Position will remain open until filled. Teaching will begin with the Fall semester in August, 2016.For application instructions and more detail, go to www.coloradomesa.edu/hr/newempl.html.   EOE",,,
2015-2016,U of Northern Colorado,Assistant Professor English [23849],"Greeley, CO 80639",https://apply.interfolio.com/32344,TT,10/07/2015,2015-10-07,"Tenure-track Assistant Professor position in Rhetoric and Technical Writing, beginning August 2016. We seek candidates who can contribute to curriculum development in digital literacies, who have scholarly and pedagogical expertise in the digital humanities, and who are interested in entering into rotations as the Director of Composition. A Ph.D. in Rhetoric and Composition or Professional and Technical Writing is required by August 2016. Successful applicants for this position will demonstrate scholarly activity and promise and will be willing and able to develop courses such as but not limited to the following: digital writing for general/nonacademic audiences, including digital fiction writing; online editing and publishing; document design; upper-level special topics in professional and technical writing; new media. Experience with mark-up languages is preferred.The successful candidate will have the departmental standard 3-3 teaching assignment, including specialty courses at the undergraduate and M.A. levels; general education courses and other courses, depending on the candidate’s interests and the department’s needs; exemplary teaching; a rigorous program of scholarly activity; service to the department through a range of activities, including advising and serving in rotations as the Director of Composition.",,,
2015-2016,U of Southern Mississippi,"Instructor, Department of English, Composition [24079] - Position 2","Hattiesburg, MS 39406",https://apply.interfolio.com/32834,NTT,11/01/2015,2015-11-01,"The Department of English invites applications for two full-time, non-tenure-track instructor positions in composition to begin fall 2016. Minimum qualifications include an M.A. in English or in rhetoric and composition by the time of appointment and a commitment to teaching and service. Expertise in developmental writing and assessment is desirable. Positions are contingent on funding. Application deadline is February 1, 2016. Please submit application letter, CV, writing sample (20-25 pages), unofficial graduate transcripts, statement of teaching philosophy, and three letters of recommendation electronically to www.usm.edu/employment-hr. Founded in 1910, The University of Southern Mississippi is a comprehensive doctoral and research-driven university. Further information is found at www.usm.edu. The University of Southern Mississippi is an AA/EO employer.",,,
2015-2016,U of Southern Mississippi,"Instructor, Department of English, Composition [24079] - Position 1","Hattiesburg, MS 39406",https://apply.interfolio.com/32834,NTT,11/01/2015,2015-11-01,"The Department of English invites applications for two full-time, non-tenure-track instructor positions in composition to begin fall 2016. Minimum qualifications include an M.A. in English or in rhetoric and composition by the time of appointment and a commitment to teaching and service. Expertise in developmental writing and assessment is desirable. Positions are contingent on funding. Application deadline is February 1, 2016. Please submit application letter, CV, writing sample (20-25 pages), unofficial graduate transcripts, statement of teaching philosophy, and three letters of recommendation electronically to www.usm.edu/employment-hr. Founded in 1910, The University of Southern Mississippi is a comprehensive doctoral and research-driven university. Further information is found at www.usm.edu. The University of Southern Mississippi is an AA/EO employer.",,,
2015-2016,Haverford C,Writing Fellow for Haverford C's Writing Program [24743],"Haverford, PA 19041",https://apply.interfolio.com/34294,NTT,03/04/2016,2016-03-04,"Haverford College will hire one Writing Fellow for the College Writing Program in academic year 2016-17. We solicit applications in different fields and disciplines in the humanities, social sciences and natural sciences. We are particularly interested in postdoctoral candidates who bring expertise in public speaking and oral communication; writing as social practice; science writing; or digital writing, etc., and who are prepared to teach and closely interact with a diverse student body. Our first year seminars, however, are focused upon the academic essay and candidates should demonstrate experience in teaching this kind of writing. The Fellow will teach four first year writing seminars, two in each semester, and have limited additional responsibilities in the program, largely developing different kinds of writing workshops. The Fellow will also read placement essays from the incoming first year students with the Director of the Writing Program. The successful candidate will infuse the seminars with fresh intellectual energy that reflects current scholarship in the field. The fellowship is for one year, renewable for up to three years (inclusive); the salary is competitive and includes benefits. A Ph.D. is required at time of appointment or ABD with plans to defend by the conclusion of the first year of the appointment. The successful applicant will have held the degree for no more than six years. Please send a letter of application, a current CV, three letters of recommendation, and a brief writing sample (10-15 pages) via apply.interfolio.com/34294 by April 1, 2016.",,,
2015-2016,"U of Hawaiʻi, Mānoa",Advanced Assistant or early Associate Professor of English (Composition and Rhetoric) [24023],"Honolulu, HI 96822",https://apply.interfolio.com/32675,TT,08/01/2016,2016-08-01,"ASSOCIATE OR ADVANCED ASSISTANT PROFESSOR OF ENGLISH, full-time, tenure-track position in Composition and Rhetoric, beginning August 1, 2016 (position number 82841); position contingent upon funding and availability.Duties & Responsibilities: teach introductory, upper-division, MA- and PhD-level courses in Composition/Rhetoric track; student advising; 2-2 teaching load during probationary period; 3-2 and 2-2 alternating years post-tenure; reductions available for administrative duties in C/R; and engage in research and service.Assistant Professor:Minimum Qualifications: Ph.D. in English, Composition and Rhetoric, Composition Studies, or closely related field from a college of university of recognized standing; dissertation and publications in Composition and/or Rhetoric Studies or equivalent; background in Writing Program Administration; strong commitment to and evidence of excellence in teaching, research, and service.Desirable Qualifications: Any suitable combination of the following research and teaching interests: theory, history, and pedagogy of composition and rhetoric; assessment; eco-composition and place-based pedagogies; cultural rhetorics and pedagogy; community-based and/or service learning; research methodologies. At least two years of experience of full-time college or university service at the rank of Assistant Professor or equivalent.Associate Professor:Minimum Qualifications: Ph.D in English, Composition and Rhetoric, Composition Studies or closely related field from a college or university of recognized standing; dissertation and publications in Composition and/or Rhetoric Studies or equivalent; previous experience in Writing Program Administration; strong commitment to and evidence of excellence in teaching, research, and service; previous appointment at the rank of Associate Professor or equivalent; four years of full-time college or university teaching at the rank of assistant professor or equivalent; scholarly achievement in their area(s) of specialization judged competent and adequate for the rank in comparison with peers active at major research universities, as shown by publications; and evidence of participation in the scholarly and academic affairs of a university.Desirable Qualifications: Any suitable combination of the following research and teaching interests: theory, history, and pedagogy of composition and rhetoric; assessment; eco-composition and place-based pedagogies; cultural rhetorics and pedagogy; community-based and/or service learning; research methodologies. At least three years of experience of full-time college or university service at the rank of Assistant Professor or equivalent. Experience in mentoring the professional development of faculty and graduate students and working in a supervisory capacity.Salary: commensurate with credentials and experience.To Apply: Apply through Interfolio via the link above. Initial applications should include a letter of application, curriculum vitae, three letters of recommendation, and transcripts (copies acceptable at time of application, however, original transcripts required upon hire). Additional material such as a writing sample and teaching portfolio may be requested. Failure to submit all required documents shall deem an application to be incomplete. Continuous recruitment, application review begins November 15, 2015.Initial interviews will be conducted at MLA in Austin in January 2016.",,,
2015-2016,"U of Alabama, Huntsville",Lecturer [24622],Huntsville AL 35899,https://apply.interfolio.com/34071,NTT,01/26/2016,2016-01-26,"The English Department at the University of Alabama in Huntsville seeks two full-time lecturer appointments beginning August 2016. This will be a two-year appointment, with the second year renewal dependent upon performance and availability of funding. PhD in Rhetoric and Composition or related field is preferred, with experience teaching first-year writing. Candidates must demonstrate commitment to, and excellence in, undergraduate teaching as informed by current practice and scholarship in the field. The teaching load is 4/4 with required service in the development, implementation and assessment of department curricula.Submit an application letter, CV, writing sample, and three letters of recommendation through Interfolio by March 15, 2016. Direct any inquiries to Dr. Alanna Frost, Chair, Dept. of English, Univ. of Alabama in Huntsville, Huntsville, AL 35899 or frosta@uah.edu. We will interview via Skype.The University of Alabama in Huntsville is an Affirmative Action/Equal Opportunity Employer of Minorities, Females, Veterans, and Individuals With Disabilities.Please refer to log number 16/17-305/307",,,
2015-2016,"U of Alabama, Huntsville",Assistant Professor [24623],Huntsville AL 35899,https://apply.interfolio.com/34072,TT,01/26/2016,2016-01-26,"The Department invites applications for a tenure-track Assistant Professor of English in Rhetoric and Writing Studies, or related disciplines. The successful candidate will teach and provide support for our first year composition program, as well as general education literature surveys, upper-division courses for our B.A. and M.A. in English, and our new B.A. in Writing. The candidate will also assist with developing and assessing our composition curriculum. We welcome experience with basic writers, multilingual writing, WAC and WID programs, writing about writing pedagogy, and related composition research. Desirable secondary fields include fiction writing, playwriting, visual rhetoric, or film/new media studies. Candidates should possess a strong commitment to excellence in undergraduate and graduate teaching, scholarship, and service. A PhD by the time of appointment is required.Submit an application letter, CV, writing sample, and three letters of recommendation through Interfolio by March 15, 2016. Direct any inquiries to Dr. Alanna Frost, Chair, Dept. of English, Univ. of Alabama in Huntsville, Huntsville, AL 35899 or frosta@uah.edu. We will interview via Skype.The University of Alabama in Huntsville is an affirmative action/equal opportunity employer of minorities/ females/ veterans/ disabled.Please refer to log number: 16/17-306.",,,
2015-2016,Sam Houston SU,"Assistant or Associate Professor, Creative Writing (Fiction and/or Creative Nonfiction) [23286]","Huntsville, TX 77341",https://apply.interfolio.com/31218,TT,08/20/2015,2015-08-20,"The Department of English at Sam Houston State University invites applications for a tenure-track position—rank commensurate with experience—in creative writing (fiction and/or creative nonfiction) to begin Fall 2016. The teaching load is 3-3 with assignments primarily in upper-division undergraduate and graduate creative writing courses, as well as literature.Required qualifications include an MFA or PhD in creative writing in hand by August 2016; substantial publications, including at least one book of fiction or creative nonfiction with a press of national standing and significant potential for continued publication of creative work, as well as other scholarly, professional, and/or creative activities; evidence of successful teaching experience at the college level, including the teaching of creative writing, and evidence of potential for excellence in teaching undergraduate and graduate courses in creative writing; and experience in editing and publishing.To apply, please click https://shsu.peopleadmin.com/postings/13421. For initial applications, the following materials are required: cover letter, addressed to Dr. Scott Kaukonen, chair, search committee, fiction/creative nonfiction; curriculum vitae; contact information for three recommenders; and unofficial transcripts (official transcripts required only upon hire). Application deadline is December 1, 2015. Letters of recommendation and a writing sample will be requested from shortlisted candidates. Interviews will be held at MLA in January 2016 or by Skype.EOE/Minorities/Females/Vet/Disability",,,
2015-2016,Sam Houston SU,Professor/Department Chair [23288],"Huntsville, TX 77341",https://apply.interfolio.com/31220,TT,08/20/2015,2015-08-20,"The Department of English at Sam Houston State University invites applications for the position of department chair, to begin on or before August 2016. Situated within the College of Humanities and Social Sciences, the department has 25 tenured/tenure-track faculty, 23 adjuncts, and 20 graduate assistants. The department offers a BA in English; undergraduate minors in English, Creative Writing, Professional Writing, and American Studies; the MA in English; and the MFA in Creative Writing, Editing, and Publishing. The department also houses Texas Review, Texas Review Press, Nathaniel Hawthorne Review, and The Journal of Finnish Studies. For more information about the Department of English, please access our webpage at www.shsu.edu/~eng_www/.A PhD in English or a related field such as Comparative Literature, Linguistics, Rhetoric/Composition, or Technical Communication from an accredited university is required. In addition, we seek candidates with a sustained, exemplary record of scholarship and teaching, an active agenda for promoting scholarly research among department faculty, and demonstrated leadership and administrative abilities. The chair is expected to oversee development and evaluation of curriculum and degree programs; conduct departmental administrative duties; be an advocate for faculty and programs; recruit undergraduate and graduate students; represent the department, college, and university; adhere to and maintain accreditation standards; foster excellence in teaching, scholarship, and service among the faculty; and complete other duties. Rank and salary are commensurate with experience.Sam Houston State University is located in historic Huntsville, just 70 miles north of downtown Houston, the country’s fourth-largest city. SHSU emphasizes teaching excellence and is Carnegie-classified as a Doctoral Research University. For more information about SHSU, please access our webpage at www.shsu.edu.Please apply online at https://shsu.peopleadmin.com/postings/13047. Your cover letter, c.v., unofficial transcripts, and a list of at least three references must be posted to complete the application. Note: applicants may be asked to submit additional materials later in the search. Questions about the position may be directed to the Chair of the Search Committee at wilson@shsu.edu or at 936-294-3052. The search committee will begin reviewing materials on 1 October 2015 and will continue until the position is filled. Interviews will be conducted via Skype and/or at MLA.Sam Houston State University is an Equal Opportunity/Affirmative Action Plan Employer and Smoke/Drug-Free Workplace. All qualified applicants will receive consideration for employment without regard to race, creed, ancestry, marital status, citizenship, color, religion, sex, national origin, age, veteran status, disability status, sexual orientation, or gender identity. Sam Houston State University is an at will employer. Security sensitive positions at SHSU require background checks in accordance with Education Code 51.215.",,,
2015-2016,Indiana U Pennsylvania,Assistant Professor - Composition & TESOL [23571] - Position 2,"Indiana, PA 15705",https://apply.interfolio.com/31736,TT,09/11/2015,2015-09-11,"The Department of English (Composition & TESOL Graduate Program) at Indiana University of Pennsylvania (IUP) invites applications for two full-time tenure-track appointments beginning August 2016. To view the descriptions and apply for these positions, please visit www.iup.edu/employment. Offers of employment are contingent upon confirmation of work eligibility and satisfactory completion of pre-employment background checks.IUP is an equal opportunity employer M/F/H/V and is a proud member of the State System of Higher Education.",,,
2015-2016,Indiana U Pennsylvania,Assistant Professor - Composition & TESOL [23571] - Position 1,"Indiana, PA 15705",https://apply.interfolio.com/31736,TT,09/11/2015,2015-09-11,"The Department of English (Composition & TESOL Graduate Program) at Indiana University of Pennsylvania (IUP) invites applications for two full-time tenure-track appointments beginning August 2016. To view the descriptions and apply for these positions, please visit www.iup.edu/employment. Offers of employment are contingent upon confirmation of work eligibility and satisfactory completion of pre-employment background checks.IUP is an equal opportunity employer M/F/H/V and is a proud member of the State System of Higher Education.",,,
2015-2016,Indiana U Pennsylvania,Assistant Professor - Composition & Assessment [23572],"Indiana, PA 15705",https://apply.interfolio.com/31741,TT,09/09/2015,2015-09-09,"The Department of English at Indiana University of Pennsylvania invites applications for a full-time tenure-track appointment to begin August 2016. We seek a teacher-scholar with demonstrated commitment to teaching writing to students of diverse backgrounds and preparation, who can develop curriculum in Basic Writing, and who has experience developing writing assessments and/or facilitating such assessments.To view the full description and apply for this position, please visit www.iup.edu/employmentAll offers of employment are subject to and contingent upon confirmation of work eligibility and satisfactory completion of all pre-employment background checks.IUP is an equal opportunity employer M/F/H/V and is a proud member of the State System of Higher Education.",,,
2015-2016,Butler U,Full Time Instructor [24602],"Indianapolis, IN 46208",https://apply.interfolio.com/33989,NTT,02/02/2016,2016-02-02,"Full-Time Instructor in Professional Writing or Writing Studies. Start Fall 2016. Ph.D. preferred or another degree with relevant professional and teaching experience considered. Teaching load: 4-4 with responsibilities in First Year Seminar and Professional Writing and Rhetoric. Successful candidates should have a record of effective teaching and evidence of professional experience or scholarly potential. We welcome candidates with experience or interest in areas such as: rhetorics of underrepresented groups, rhetorics of sex and gender, community advocacy, writing for the Web and other areas.Applicants must submit the following by March 5: a letter of application detailing basic and preferred areas of qualification, current vitae, names and contact information of three professional references to: Dr. Carol Reeves, Chair, Search Committee, Butler University, Department of English at creeves@butler.edu.Butler University is an EEO/AA employer, committed to building a culturally diverse intellectual community, and strongly encourages applications from women and historically under-represented groups. Additional information about Butler University may be found at www.butler.edu.",,,
2015-2016,"U of California, Irvine",Digital Humanities/Pedagogy Postdoctoral Fellowship 2015-2017 [23844],"Irvine, CA 92697",https://apply.interfolio.com/32341,NTT,09/01/2015,2015-09-01,"The UCI School of Humanities invites applications for a two-year Digital Pedagogy Postdoctoral Fellow starting January 2016. The postdoctoral fellow will take a leading role in developing and implementing a coordinated approach to digital pedagogy for Humanities Core. This nationally recognized, year-long integrated freshman program of lectures, discussions and intensive writing develops critical reading and writing skills while studying challenging texts and relevant issues in the humanities. The Digital Pedagogy Postdoctoral Fellowship is funded through a major Mellon Foundation grant to the UCI School of Humanities.During the first year, the postdoctoral fellow will work closely with the Writing Director to construct a site for instructors that will gather pedagogical materials and present them in an easily accessible format. The fellow will gain familiarity with the Humanities Core course structure by participating in team meetings and other activities during the final year of the current Core theme “War.” The fellow will also work with the incoming faculty director to develop digital tools for lectures, sections and assignments for the new three-year Humanities Core theme. In the second year, the postdoctoral fellow will work with the faculty director and teaching team to implement and evaluate digital pedagogical tools for the first year of the new sequence, “Empire and Its Ruins.”",,,
2015-2016,Cornell U,Writing Center Director/Lecturer or Senior Lecturer [23815],"Ithaca, NY 14853",https://apply.interfolio.com/32327,NTT,11/01/2015,2015-11-01,"The Knight Institute for Writing in the Disciplines at Cornell University invites applications for the position of Writing Center Director/Lecturer or Senior Lecturer (rank will commensurate with experience) in an established WID program. The successful candidate will have training in composition theory and pedagogy and writing center administration, and experience teaching and tutoring writing in the disciplines to students from a wide variety of educational and language backgrounds.Responsibilities:The writing center director is responsible for administering a tutoring program that operates out of five campus locations; for training, scheduling, and supervising a staff of 50 undergraduate writing tutors and mentoring up to 2 graduate student assistant directors; and designing promotional materials, tracking usage data, and developing ongoing protocols for assessing services. The writing center director is also responsible for teaching introductory writing seminars to underprepared students, students with learning differences/disabilities, and international and multilingual writers.This position may also involve collaborating on program development (such as working with other tutoring programs (Language Tutoring Service, Graduate Writing Service, and English Language Support Office for International Graduate Students); participating in training courses for graduate instructors and TAs; and consulting with faculty on teaching academic writing to students with a broad range of abilities and experiences.Qualifications:The successful candidate will hold a Masters degree in Composition and Rhetoric, and have secondary preparation in Writing Center Studies, Basic Writing, Applied Linguistics, or TESOL. PhD preferred.Terms of Employment:The writing center director will be appointed to a renewable academic-year position as a Lecturer or Senior Lecturer (again rank will commensurate with experience) with a teaching load that is equivalent to 3 courses each semester; actual responsibilities will be a mix of administration, teaching, and consulting.Lecturers are hired for renewable three-year terms, and senior lecturers are hired for renewable five-year terms. The position has a strong benefits package, which includes professional development. The appointment contract will begin July 1, 2016.To Apply:For the first round of consideration, applicants should submit ONLY the following materials to Academic Jobs Online: https://academicjobsonline.org/ajo/jobs/6355.• a Cover Letter addressing teaching experience and scholarly interests• a Curriculum Vitae• a statement of Teaching PhilosophyDiversity and Inclusion are a part of Cornell University’s heritage. We’re an employer and educator recognized strongly for valuing AA/EEO, Protected Veterans, and Individuals with Disabilities.",,,
2015-2016,Union U,"Faculty Position, English [24755]","Jackson, TN 38305",https://apply.interfolio.com/34451,TT,03/09/2016,2016-03-09,"Union University invites applications for a tenure-track position in English secondary education beginning Fall 2016. All department members teach core sections of composition and world literature; a commitment to excellence in undergraduate teaching is essential. Additional areas of expertise might include Twentieth-century Literatures in English (British, American, or global Anglophone) or Rhetoric and Composition (e.g., professional writing, or technical writing).Union University is a private, coeducational liberal arts-based university offering bachelor’s, master’s and doctoral degrees. The campus is located in Jackson, TN, 80 miles northeast of Memphis. Union stands as a national leader among colleges and universities in promoting a Christ-centered approach to education. It is consistently ranked among the nation’s premier Christian universities and has been recognized as a top tier institution by U.S. News & World Report for the past 18 years. Please see the university website for more information: http://www.uu.edu/about/.Duties include supervising student teaching internships for English majors seeking secondary teaching licensure; teaching an annual English education methods course; maintaining a full-time teaching load of 12 hours per semester, including internship supervision; and pursuing an active research agenda.Ph.D. expected ABD status will receive consideration.Successful candidates must be professing Christians who are active church members, support the university’s mission, and articulate a Christian worldview in their work and life.",,,
2015-2016,"U of Hawaiʻi, West Oahu","Assistant Professor, Rhetoric and Composition [23784]","Kapolei, HI 96707",https://apply.interfolio.com/32168,TT,10/01/2015,2015-10-01,"Duties/Responsibilities:· Teach first-year and upper level rhetoric and composition courses in face-to-face, hybrid, and online settings;· Create and deliver lower and upper division rhetoric and composition courses in area of specialty;· Develop, coordinate, and support administrative service for the WAC/WID program as suited to experience and rank;· Engage in scholarly research, publication, and professional development;· Participate in faculty governance and division committee work;· Contribute actively to the intellectual and professional life of the division, university, and surrounding community.Minimum Qualifications:· PhD in Rhetoric and Composition, or PhD in English or related field with a focus on Rhetoric and Composition, by August 1, 2016;· Active research agenda and regular participation in professional development;· Experience and excellence in teaching;· Interest in collaborative administrative and service work;· Familiarity with WAC/WID scholarship and best practices;· Experience teaching in a diverse setting;Desired Qualifications:· Scholarship and/or teaching experience in the following: WAC/WID program development and coordination; developmental composition and/or program development;· Evidence of administrative experience with professional development by way of providing workshops and seminars to faculty and staff;· Demonstrated ability to work effectively with students, staff, and faculty from diverse ethnic, cultural, and socioeconomic backgrounds;· Demonstrated Native Hawaiian and/or Indigenous knowledge or ways of knowing as they apply to the fields of rhetoric, composition pedagogy, and English.Visit workatuh.hawaii.edu for more information.",,,
2015-2016,Kent SU,Assistant Professor of English [24201],"Kent, OH 44242",https://apply.interfolio.com/33054,TT,11/05/2015,2015-11-05,"Kent State University at Tuscarawas is seeking candidates for a tenure-track position to teach introductory writing courses and upper-level writing and literature courses. A tenure-track appointment carries with it the expectations of teaching excellence, committee work, professional development activities, research leading to publication, and campus and community service.Required Qualifications: A Ph.D. in English by the appointment date. Experience in and a strong commitment to undergraduate teaching.Preferred Qualifications: Concentration and/or experience in any of the following: writing studies, literacy studies, composition theory and pedagogy--with a concentration in developmental/basic and first-year writing--is highly desirable; additionally, experience with Early American Literature and/or a literature generalist would be beneficial.",,,
2015-2016,"U of Tennessee, Knoxville",Assistant Professor of Technical and Professional Communication [23532],"Knoxville, TN 37996",http://apply.interfolio.com/31085,TT,09/26/2015,2015-09-26,N/A,,,
2015-2016,Johnson U,Assistant Professor of Rhetoric and Composition [24088],"Knoxville, TN 37998",https://apply.interfolio.com/32840,TT,11/15/2015,2015-11-15,"The English Department at Johnson University invites applications for a full-time Assistant Professor of Rhetoric and Composition beginning fall 2016. Successful candidates must have a Ph.D. in Rhet/Comp. or related field with degree in hand by August 2016. Responsibilities include teaching the equivalent of twenty-four hours per year, including introductory Composition courses, additional teaching in Rhetorical Theory and courses related to the writing major, service to the university, and professional development. Special consideration will be given to candidates who have experience directing or co-directing a writing center. Secondary specialization in technical and professional writing, creative writing, or linguistics considered a plus. Johnson is an EEO employer and offers competitive salary and benefits.Since 1893, Johnson University has been a leader among historic faith-based colleges and contemporary fiscally responsible universities. Johnson is listed among both the “Best Christian Colleges“and Forbes magazine’s “100 Most Financially Fit Colleges“ (10th among institutions accredited by SACSCOC). Undergraduate students complete a 58-unit arts and sciences core and a 30-unit biblical and theological studies requirement in addition to their professional major. As the Johnson University System continues to grow, we welcome new team members who wholeheartedly support Johnson’s mission, values and statement of faith.For full consideration, please send a cover letter, curriculum vitae, statement of teaching philosophy, and a statement of faith to April Conley Kilinski at akilinski@johnsonu.edu. Review of applications will begin on November 15, 2015 and will continue until the position is filled. The committee will not be conducting MLA interviews.",,,
2015-2016,"U of California, San Diego",Director of Basic Writing Program [24094],"La Jolla, CA 92093",https://apply.interfolio.com/32841,NTT,10/27/2015,2015-10-27,"Director of Basic Writing Program (BWP). This position holds the rank of an Assistant or Associate Teaching Professor in the Division of Arts and Humanities. The Director of BWP should have skills to: sustain the vision and mission of the program; recruit, train and supervise lecturers and teaching assistants; oversee curriculum and curricular revisions; provide ongoing training and professional development for teachers and staff; monitor the program’s effectiveness and set benchmarks for success; develop support services for students, including English Language Learners (ELL), collaborate with the Colleges’ Writing Programs and with faculty from many different departments; work collaboratively with senior staff to coordinate the activities of and to set goals for the program.Candidates should submit an application cover letter, curriculum vitae, statement of teaching (including examples of syllabi applicant has designed and taught), names and contact information of three referees, and a separate statement describing past experience in activities that promote diversity and inclusion or plans to make future contributions. For further information about contributions to diversity statements, see http://facultyequity.ucsd.edu/Faculty-Applicant-C2D-Info.asp.For more details,Associate Teaching Professor applicants, go to https://apol-recruit.ucsd.edu/apply/JPF00925.Assistant Teaching Professor applicants, go to https://apol-recruit.ucsd.edu/apply/JPF00952.Only applications submitted via this system will be considered.",,,
2015-2016,Graceland U,Assistant Professor of British Literature [24547],"Lamoni, IA 50140",https://apply.interfolio.com/33742,TT,01/14/2016,2016-01-14,"The English department at Graceland University invites applications for a tenure-track assistant professor in British Literature beginning August 2016. Candidates should have demonstrated ability as a British generalist, with a focus on literature from its beginnings through the Victorian period. Ability to teach world literature a plus. Ph.D. required by August 2016. The 4/4 teaching load includes composition, core English courses, and topics courses based on the candidate’s secondary interests that can appeal to both majors and non-majors. Demonstrated teaching excellence and a commitment to undergraduate teaching and service is required. Qualified applicants should submit a letter of application, c.v., evidence of teaching effectiveness, and three letters of recommendation (at least one must address the candidate’s teaching) to Interfolio. Review of materials begins February 6 and continues until the position is filled. Initial interviews will be conducted by phone or Skype. Electronic materials can also be sent to Dr. Brian White, Dean, College of Liberal Arts and Sciences, at clasdean@graceland.edu. A diverse community is valued at Graceland, so women, minorities, and individuals with disabilities are encouraged to apply.",,,
2015-2016,New Mexico SU,Writing Program Administrator and Associate Dept. Head [24141],"Las Cruces, NM 88003",https://apply.interfolio.com/32946,TT,11/02/2015,2015-11-02,"New Mexico State University invites applications for a tenured, associate professor to serve as Writing Program Administrator and Associate Department Head (full-time, tenured, 12-mo contract). Required qualifications: Ph.D. in English, Rhetoric, Composition, Writing Studies, or related field; administrative experience with writing programs; demonstrated excellence in teaching composition courses.Preferred qualifications:• Sustained record of scholarship relevant to writing program administration, writing in the disciplines, rhetoric/composition, or related fields.• Experience training graduate instructors and adjuncts in teaching composition.• Ability to carry out writing program assessment.• Ability to work with faculty outside English to improve writing across the university.• Capacity to develop writing curriculum that meets the needs of a diverse population of students, including English language and bilingual learners.Responsibilities: The Writing Program Administrator oversees all general education writing at New Mexico State University. This includes implementing research-informed curriculum; assessing the writing program, instructors, and courses; and hiring, training, developing and evaluating Gen-Ed instructors (graduate assistants and adjunct faculty). The Associate Department Head serves as Acting Department Head in absence of Department Head; creates Gen-ed teaching schedules; handles instructional issues with GAs and adjuncts; and during the summer, helps with departmental administration, advising, and registration. Regular faculty teaching load is 3/3, but the WPA/ADH has a 2/1 course reassignment for administrative work.Teaching opportunities include undergraduate and graduate courses in composition, pedagogy, rhetoric, and writing program administration and assessment. This faculty member will be a tenured member of the rhetoric and professional communication programs in the English Department, which includes a BA, MA, and PhD in rhetoric and professional communication.Application: Please submit letter of application; vita; one page administrative philosophy (which specifies approach to Writing Program curriculum); one page teaching philosophy; and writing sample to http://jobs.nmsu.edu (position #198997). Second round candidates will submit three confidential letters of recommendation via email. Initial interviews will be conducted via Skype, and finalists will be invited for campus visits. Questions may be addressed to Carmen Giménez-Smith, Chair of Personnel (carmens@nmsu.edu).NMSU is an Equal Opportunity/Affirmative Action employer. We encourage applications from women and minorities. All offers of employment, oral and written, are contingent on the university’s verification of credentials and other information required by federal law, state law, and NMSU policies/procedures, and may include the completion of a criminal history check.For complete job description, visit http://jobs.nmsu.edu. For more information about the Department of English, please visit our website: http://english.nmsu.edu/",,,
2015-2016,U of Kentucky,"Assistant Professor of Writing, Rhetoric, and Digital Studies [rhetmap 1]","Lexington, KY 40506",http://ukjobs.uky.edu/postings/79929,TT,09/26/2015,2015-09-26,N/A,,,
2015-2016,Virginia Military Inst,Assistant Professor of English [23318],"Lexington, VA 24450",https://apply.interfolio.com/31229,TT,08/27/2015,2015-08-27,"Opening for a tenure-track assistant professor of English with professional interest and expertise in Rhetoric and Composition, beginning August 2016, to teach three courses per semester, including freshman and upper-level courses in an English major with a central focus on rhetoric. Ph.D. by August 2016 required. Those with substantial training and professional activity in one or more of these areas are particularly encouraged to apply: classical rhetoric, technical writing, digital rhetorics.Candidates must both fill out an on-line application at http://virginiajobs.peopleadmin.com/postings/21862 and submit required supporting materials (a letter of application, résumé, transcript, and three letters of recommendation) either by e-mail to RCSearch@vmi.edu or by mail to Dr. Emily Miller, Head, Department of English, Rhetoric, and Humanistic Studies, Virginia Military Institute, Lexington, VA 24450.Review of applications will begin October 9 and continue until the position has been filled. Preliminary interviews will be conducted via Skype. Virginia Military Institute is a state-supported undergraduate military college of engineering, the sciences, the humanities, and the social sciences with a strong emphasis on teaching excellence. Military experience is not required for faculty.In a continuing effort to enrich its academic environment and provide equal educational and employment opportunities, VMI encourages women, minorities, disabled individuals and veterans to apply. AmeriCorps, Peace Corps and other national service alumni are also encouraged to apply.",,,
