original_address,lat,lon,formatted,postcode,city,county,state,state_code,country,country_code
"Boulder, CO 80309",40.00895666,-105.2678681,"Boulder, CO 80309, United States of America",80309,Boulder,Boulder County,Colorado,CO,United States,us
"Bowling Green, OH 43403",41.37822548,-83.63755978,"Bowling Green, OH 43403, United States of America",43403,Bowling Green,Wood County,Ohio,OH,United States,us
"Bradford, PA 16701",41.9559613,-78.6475883,"Bradford, PA 16701, United States of America",16701,Bradford,McKean County,Pennsylvania,PA,United States,us
"Bronx, NY 10468",40.86536851,-73.9003485,"New York, NY 10468, United States of America",10468,New York,,New York,NY,United States,us
"Brooklyn, NY 11210",40.62743242,-73.94568467,"New York, NY 11210, United States of America",11210,New York,Kings County,New York,NY,United States,us
"Carson, CA 90747",33.86401433,-118.259162,"Carson, CA 90747, United States of America",90747,Carson,Los Angeles County,California,CA,United States,us
"Chapel Hill, NC 27599",35.90592435,-79.05076925,"Chapel Hill, NC 27599, United States of America",27599,Chapel Hill,Orange County,North Carolina,NC,United States,us
"Chattanooga, TN 37403",35.04422059,-85.29819347,"Chattanooga, TN 37403, United States of America",37403,Chattanooga,Hamilton County,Tennessee,TN,United States,us
"Chicago, IL 60614",41.92243812,-87.6521317,"Chicago, IL 60614, United States of America",60614,Chicago,Cook County,Illinois,IL,United States,us
"Cincinnati, OH 45207",39.13975676,-84.47119661,"Cincinnati, OH 45207, United States of America",45207,Cincinnati,Hamilton County,Ohio,OH,United States,us
"Cresson, PA 16630",40.4597938,-78.5916837,"Cresson (Cresson), PA 16630, United States of America",16630,Cresson,Cambria County,Pennsylvania,PA,United States,us
"Denton, TX 76203",33.21036623,-97.14793573,"Denton, TX 76203, United States of America",76203,Denton,Denton County,Texas,TX,United States,us
"Dubai, United Arab Emirates",25.2653471,55.2924914,"Dubai, United Arab Emirates",,Dubai,,Dubai,,United Arab Emirates,ae
"Erie, PA 16546",42.1052397,-80.05218644,"Erie, PA 16546, United States of America",16546,Erie,Erie County,Pennsylvania,PA,United States,us
"Eureka, IL 61530",40.7213015,-89.2726708,"Eureka (Eureka), IL 61530, United States of America",61530,Eureka,Woodford County,Illinois,IL,United States,us
"Evanston, IL 60208",42.05489739,-87.67659464,"Evanston, IL 60208, United States of America",60208,Evanston,Cook County,Illinois,IL,United States,us
"Flagstaff, AZ 86011",35.18652339,-111.6545599,"Flagstaff, AZ 86011, United States of America",86011,Flagstaff,Coconino County,Arizona,AZ,United States,us
"Forest Grove, OR 97116",45.5190404,-123.1110551,"Forest Grove, OR 97116, United States of America",97116,Forest Grove,Washington County,Oregon,OR,United States,us
"Fort Wayne, IN 46805",41.09882965,-85.11862822,"Fort Wayne, IN 46805, United States of America",46805,Fort Wayne,Allen County,Indiana,IN,United States,us
"Framingham, MA 01701",42.30830317,-71.41739529,"Framingham, MA 01701, United States of America",01701,Framingham,Middlesex County,Massachusetts,MA,United States,us
"Franklin, IN 46131",39.4806056,-86.0549863,"Franklin (Franklin), IN 46131, United States of America",46131,Franklin,Johnson County,Indiana,IN,United States,us
"Galloway, NJ 08205",39.4944966,-74.4995771,"Galloway Township, NJ 08205, United States of America",08205,Galloway Township,Atlantic County,New Jersey,NJ,United States,us
"Glenside, PA 19038",40.1001891,-75.1539056,"Glenside (Cheltenham Township), PA 19038, United States of America",19038,Cheltenham Township,Montgomery County,Pennsylvania,PA,United States,us
"Grand Junction, CO 81501",39.07717699,-108.5473249,"Grand Junction, CO 81501, United States of America",81501,Grand Junction,Mesa County,Colorado,CO,United States,us
"Granville, OH 43023",40.0681192,-82.5196037,"Granville, OH 43023, United States of America",43023,Granville,Licking County,Ohio,OH,United States,us
"Greenville, NC 27858",35.58044566,-77.3419621,"Greenville, NC 27858, United States of America",27858,Greenville,Pitt County,North Carolina,NC,United States,us
"Grove City, PA 16127",41.1579008,-80.0886631,"Grove City, PA, United States of America",,Grove City,Mercer County,Pennsylvania,PA,United States,us
"Hartford, CT 06106",41.74853998,-72.69638911,"Hartford, CT 06106, United States of America",06106,Hartford,Capitol Planning Region,Connecticut,CT,United States,us
"Hickory, NC 28601",35.76375808,-81.33733694,"Hickory, NC 28601, United States of America",28601,Hickory,Catawba County,North Carolina,NC,United States,us
"Houston, TX 77002",29.75649817,-95.36572941,"Houston, TX 77002, United States of America",77002,Houston,Harris County,Texas,TX,United States,us
"Huntsville, AL 35899",34.7249108,-86.6404909,"Huntsville, AL 35899, United States of America",35899,Huntsville,Madison County,Alabama,AL,United States,us
"Indianapolis, IN 46202",39.78495012,-86.1566034,"Indianapolis, IN 46202, United States of America",46202,Indianapolis,Marion County,Indiana,IN,United States,us
"Kearney, NE 68849",40.68650535,-99.09848205,"Kearney, NE 68849, United States of America",68849,Kearney,Buffalo County,Nebraska,NE,United States,us
"La Mirada, CA 90639",33.90686,-118.0152171,"La Mirada, CA 90639, United States of America",90639,La Mirada,Los Angeles County,California,CA,United States,us
"Lewiston, ME 04240",44.1004515,-70.2150294,"Lewiston, ME 04240, United States of America",04240,Lewiston,Androscoggin County,Maine,ME,United States,us
"Lexington, KY 40506",38.03343787,-84.50351564,"Lexington, KY 40506, United States of America",40506,Lexington,Fayette County,Kentucky,KY,United States,us
"Loch Sheldrake, NY 12759",41.77853034,-74.65341367,"Loch Sheldrake, NY 12759, United States of America",12759,Loch Sheldrake,Sullivan County,New York,NY,United States,us
"Los Angeles, CA 90032",34.07058269,-118.1766076,"Los Angeles, CA 90032, United States of America",90032,Los Angeles,Los Angeles County,California,CA,United States,us
"Macau, China",22.1899448,113.5380454,"519000 Macau, China",519000,Macau,Municipality of Macau,Macau,,China,cn
"Macon, GA 31210",32.89392761,-83.72256749,"Macon, GA 31210, United States of America",31210,Macon,Bibb County,Georgia,GA,United States,us
"Manchester, NH 03101",42.9897561,-71.46300316,"Manchester, NH 03101, United States of America",03101,Manchester,Hillsborough County,New Hampshire,NH,United States,us
"Mankato, MN",44.1634663,-93.9993505,"Mankato (Mankato), MN 56001, United States of America",56001,Mankato,Blue Earth County,Minnesota,MN,United States,us
"Marion, AL 36756",32.6323536,-87.3191655,"Marion, AL 36756, United States of America",36756,Marion,Perry County,Alabama,AL,United States,us
"Marshall, MN 56258",44.4469635,-95.7886581,"Marshall, MN 56258, United States of America",56258,Marshall,Lyon County,Minnesota,MN,United States,us
"Martinez, CA 94553",38.0138934,-122.1338674,"Martinez, CA, United States of America",,Martinez,Contra Costa County,California,CA,United States,us
"Media, PA 19063",39.9167783,-75.387693,"Media (Media), PA, United States of America",,Media,Delaware County,Pennsylvania,PA,United States,us
"Milwaukee, WI 53222",43.08207094,-88.02604625,"Milwaukee, WI 53222, United States of America",53222,Milwaukee,Milwaukee County,Wisconsin,WI,United States,us
"Missoula, MT 59812",46.86156606,-113.9827832,"Missoula, MT 59812, United States of America",59812,Missoula,Missoula County,Montana,MT,United States,us
"Mobile, AL 36608",30.69320149,-88.18975926,"Mobile, AL 36608, United States of America",36608,Mobile,Mobile County,Alabama,AL,United States,us
"Montevallo, AL 35115",33.1006746,-86.8641558,"Montevallo, AL 35115, United States of America",35115,Montevallo,Shelby County,Alabama,AL,United States,us
"Moraga, CA 94575",37.8413309,-122.109738,"Moraga, CA 94575, United States of America",94575,Moraga,Contra Costa County,California,CA,United States,us
"Murfreesboro, TN 37132",35.84792473,-86.36301965,"Murfreesboro, TN 37132, United States of America",37132,Murfreesboro,Rutherford County,Tennessee,TN,United States,us
"Murray, KY 42071",36.6105066,-88.3151539,"Murray (Murray), KY, United States of America",,Murray,Calloway County,Kentucky,KY,United States,us
"Nashville, TN 37235",36.1622767,-86.7742984,"Nashville, TN, United States of America",,Nashville,Davidson County,Tennessee,TN,United States,us
"Newark, NJ 07102",40.73532135,-74.17272851,"Newark, NJ 07102, United States of America",07102,Newark,Essex County,New Jersey,NJ,United States,us
"Oceanside, CA 92056",33.19846566,-117.283562,"Oceanside, CA 92056, United States of America",92056,Oceanside,San Diego County,California,CA,United States,us
"Old Westbury, NY 11568",40.7887113,-73.5995717,"Old Westbury, NY 11568, United States of America",11568,Old Westbury,Nassau County,New York,NY,United States,us
"Oshkosh, WI 54901",44.03125274,-88.53946638,"Oshkosh, WI 54901, United States of America",54901,Oshkosh,Winnebago County,Wisconsin,WI,United States,us
"Pittsburgh, PA 15282",40.4352462,-79.9859052,"Pittsburgh, PA 15282, United States of America",15282,Pittsburgh,Allegheny County,Pennsylvania,PA,United States,us
"Pomona, CA 91768",34.06795759,-117.7779841,"Pomona, CA 91768, United States of America",91768,Pomona,Los Angeles County,California,CA,United States,us
"Providence, RI 02912",41.82731868,-71.4009933,"Providence, RI 02912, United States of America",02912,Providence,Providence County,Rhode Island,RI,United States,us
"Pullman, WA 99164",46.7289611,-117.1575069,"Pullman, WA 99164, United States of America",99164,Pullman,Whitman County,Washington,WA,United States,us
"Riverside, CA 92506",33.95378383,-117.3925628,"Riverside, CA 92506, United States of America",92506,Riverside,Riverside County,California,CA,United States,us
"Riyadh, Saudi Arabia",24.638916,46.7160104,"Riyadh 11131, Saudi Arabia",11131,Riyadh,Riyadh governorate,Riyadh Region,,Saudi Arabia,sa
"Rocky Mount, NC 27804",35.9725769,-77.82885934,"Rocky Mount, NC 27804, United States of America",27804,Rocky Mount,Edgecombe County,North Carolina,NC,United States,us
"Rome, Italy",41.8933203,12.4829321,"Rome, LAZ, Italy",,Rome,Roma Capitale,Lazio,LAZ,Italy,it
"Sacramento, CA 95819",38.56330615,-121.4349251,"Sacramento, CA 95819, United States of America",95819,Sacramento,Sacramento County,California,CA,United States,us
"Saint Louis, MO 63110",38.62341645,-90.25652225,"St. Louis, MO 63110, United States of America",63110,St. Louis,,Missouri,MO,United States,us
"Salina, KS 67401",38.8402805,-97.6114237,"Salina (Salina), KS 67401, United States of America",67401,Salina,Saline County,Kansas,KS,United States,us
"Salisbury, MD 21801",38.36941906,-75.61286814,"Salisbury, MD 21801, United States of America",21801,Salisbury,Wicomico County,Maryland,MD,United States,us
"San Angelo, TX 76909",31.44148761,-100.4613628,"San Angelo, TX 76909, United States of America",76909,San Angelo,Tom Green County,Texas,TX,United States,us
"San Antonio, TX 78249",29.56659632,-98.61533808,"San Antonio, TX 78249, United States of America",78249,San Antonio,Bexar County,Texas,TX,United States,us
"San Bernardino, CA 92407",34.1081621,-117.28946,"San Bernardino, CA, United States of America",,San Bernardino,San Bernardino County,California,CA,United States,us
"San Rafael, CA 94901",37.96996605,-122.5208755,"San Rafael, CA 94901, United States of America",94901,San Rafael,Marin County,California,CA,United States,us
"Santa Clarita, CA 91355",34.40066717,-118.5529836,"Santa Clarita, CA 91355, United States of America",91355,Santa Clarita,Los Angeles County,California,CA,United States,us
"Scranton, PA 18509",41.42685571,-75.64900952,"Scranton, PA 18509, United States of America",18509,Scranton,Lackawanna County,Pennsylvania,PA,United States,us
"Scranton, PA 18510",41.40935024,-75.6466682,"Scranton, PA 18510, United States of America",18510,Scranton,Lackawanna County,Pennsylvania,PA,United States,us
"Seattle, WA 98119",47.639394,-122.3667885,"Seattle, WA 98119, United States of America",98119,Seattle,King County,Washington,WA,United States,us
"Seattle, WA 98122",47.61081467,-122.3036608,"Seattle, WA 98122, United States of America",98122,Seattle,King County,Washington,WA,United States,us
"Shanghai, China",31.2323437,121.4691024,"200001 Shanghai, China",200001,Shanghai,,Shanghai,,China,cn
"Sharon, PA 16146",41.2331116,-80.4934035,"Sharon (Sharon), PA 16146, United States of America",16146,Sharon,Mercer County,Pennsylvania,PA,United States,us
"Spartanburg, SC 29301",34.9498007,-81.9320157,"Spartanburg, SC, United States of America",,Spartanburg,Spartanburg County,South Carolina,SC,United States,us
"Spartanburg, SC 29303",34.9498007,-81.9320157,"Spartanburg, SC, United States of America",,Spartanburg,Spartanburg County,South Carolina,SC,United States,us
"Spokane, WA 99258",47.667371,-117.405326,"Spokane, WA 99258, United States of America",99258,Spokane,Spokane County,Washington,WA,United States,us
"Springfield, MA 01109",42.11336523,-72.55311452,"Springfield, MA 01109, United States of America",01109,Springfield,Hampden County,Massachusetts,MA,United States,us
"St Davids, PA 19087",40.06765654,-75.42101604,"Tredyffrin Township, PA 19087, United States of America",19087,Tredyffrin Township,Chester County,Pennsylvania,PA,United States,us
"St Joseph, MO 64507",39.74287999,-94.79543795,"Saint Joseph, MO 64507, United States of America",64507,Saint Joseph,Buchanan County,Missouri,MO,United States,us
"St Louis, MO",38.6280278,-90.1910154,"St. Louis, MO, United States of America",,St. Louis,,Missouri,MO,United States,us
"St, Powell, WY 82435",44.752873,-108.75902,"Powell, WY, United States of America",,Powell,Park County,Wyoming,WY,United States,us
"St. Petersburg, FL 33701",27.77057188,-82.63873677,"Saint Petersburg, FL 33701, United States of America",33701,Saint Petersburg,Pinellas County,Florida,FL,United States,us
"Stevenson, MD 21153",39.4102772,-76.7128314,"Towson, MD 21153, United States of America",21153,Towson,Baltimore County,Maryland,MD,United States,us
"Tallahassee, FL 32306",30.44259313,-84.29916335,"Tallahassee, FL 32306, United States of America",32306,Tallahassee,Leon County,Florida,FL,United States,us
"Teaneck, NJ",40.8860164,-74.0072568,"Teaneck, NJ, United States of America",,Teaneck,Bergen County,New Jersey,NJ,United States,us
"Tucson, AZ 85721",32.23350355,-110.9508565,"Tucson, AZ 85721, United States of America",85721,Tucson,Pima County,Arizona,AZ,United States,us
"Turlock, CA 95382",37.52253404,-120.8662223,"Turlock, CA 95382, United States of America",95382,Turlock,Stanislaus County,California,CA,United States,us
"USAF Academy, CO 80840",39.01309085,-104.8868756,"U.S. Air Force Academy, Faculty Drive, United States Air Force Academy, CO 80840, United States of America",80840,United States Air Force Academy,El Paso County,Colorado,CO,United States,us
"Waltham, MA",42.3756401,-71.2358004,"Waltham, MA, United States of America",,Waltham,Middlesex County,Massachusetts,MA,United States,us
"Waltham, MA 02454",42.3764147,-71.2365688,"Waltham, MA 02454, United States of America",02454,Waltham,Middlesex County,Massachusetts,MA,United States,us
"Washington, DC 20057",38.8950368,-77.0365427,"Washington, DC, United States of America",,Washington,,District of Columbia,DC,United States,us
"Washington, PA 15301",40.17396,-80.2461714,"Washington (Washington), PA 15301, United States of America",15301,Washington,Washington County,Pennsylvania,PA,United States,us
"Whittier, CA 90608",33.9785131,-118.0296926,"Whittier, CA 90608, United States of America",90608,Whittier,Los Angeles County,California,CA,United States,us
"Wichita Falls, TX 76308",33.86707316,-98.5327754,"Wichita Falls, TX 76308, United States of America",76308,Wichita Falls,Wichita County,Texas,TX,United States,us
"Wingate, NC 28174",34.9843176,-80.4492319,"Wingate (Wingate), NC 28174, United States of America",28174,Wingate,Union County,North Carolina,NC,United States,us
"Worcester, MA 01610",42.25453524,-71.81656621,"Worcester, MA 01610, United States of America",01610,Worcester,Worcester County,Massachusetts,MA,United States,us
"Akron, OH 44325",41.07605329,-81.51328724,"Akron, OH 44325, United States of America",44325,Akron,Summit County,Ohio,OH,United States,us
"Allendale, MI 49401",42.9722455,-85.9536535,"Allendale Charter Township, MI 49401, United States of America",49401,Allendale Charter Township,Ottawa County,Michigan,MI,United States,us
"Andover, MA 01810",42.65031034,-71.14591217,"Andover, MA 01810, United States of America",01810,Andover,Essex County,Massachusetts,MA,United States,us
"Baltimore, MD 21218",39.32695568,-76.60378322,"Baltimore, MD 21218, United States of America",21218,Baltimore,,Maryland,MD,United States,us
"Bejing, China",39.9057136,116.3912972,"100010 Beijing, China",100010,Beijing,,Beijing,,China,cn
"Belmont, NC 28012",35.2438272,-81.0377322,"Belmont, NC 28012, United States of America",28012,Belmont,Gaston County,North Carolina,NC,United States,us
"Bethany, WV 26032",40.205627,-80.5567384,"Bethany (Bethany), WV, United States of America",,Bethany,Brooke County,West Virginia,WV,United States,us
"Bothell, WA 98011",47.75803609,-122.1985255,"Bothell, WA 98011, United States of America",98011,Bothell,King County,Washington,WA,United States,us
"Buffalo, NY 14208",42.91460337,-78.85122643,"Buffalo, NY 14208, United States of America",14208,Buffalo,Erie County,New York,NY,United States,us
"Buffalo, NY 14222",42.91608672,-78.87715834,"Buffalo, NY 14222, United States of America",14222,Buffalo,Erie County,New York,NY,United States,us
"Clinton, NY 13323",43.0484029,-75.3785034,"Kirkland (Clinton), NY, United States of America",,Clinton,Oneida County,New York,NY,United States,us
"College Place, WA 99324",46.0491763,-118.388041,"College Place, WA 99324, United States of America",99324,College Place,Walla Walla County,Washington,WA,United States,us
"Columbus, OH 43209",39.9622601,-83.0007065,"Columbus, OH, United States of America",,Columbus,Franklin County,Ohio,OH,United States,us
"Corpus Christi, TX 78412",27.70614405,-97.35209775,"Corpus Christi, TX 78412, United States of America",78412,Corpus Christi,Nueces County,Texas,TX,United States,us
"Cullowhee, NC 28723",35.3137739,-83.1765814,"Cullowhee (Cullowhee), NC 28723, United States of America",28723,Cullowhee,Jackson County,North Carolina,NC,United States,us
"Dahlonega, GA 30597",34.52899573,-83.98686775,"Dahlonega, GA 30597, United States of America",30597,Dahlonega,Lumpkin County,Georgia,GA,United States,us
"Delhi, NY 13753",42.2781401,-74.9159946,"Delhi, NY 13753, United States of America",13753,Delhi,Delaware County,New York,NY,United States,us
"Des Moines, IA 50311",41.60147629,-93.66647558,"Des Moines, IA 50311, United States of America",50311,Des Moines,Polk County,Iowa,IA,United States,us
"East Lansing, MI 48825",42.7315076,-84.48664428,"East Lansing, MI 48825, United States of America",48825,East Lansing,Ingham County,Michigan,MI,United States,us
"Easton, PA 18042",40.67904211,-75.21951102,"Easton, PA 18042, United States of America",18042,Easton,Northampton County,Pennsylvania,PA,United States,us
"Elizabethtown, PA 17022",40.153364,-76.6042521,"Elizabethtown (Elizabethtown), PA 17022, United States of America",17022,Elizabethtown,Lancaster County,Pennsylvania,PA,United States,us
"Emporia, KS 66801",38.4040054,-96.181623,"Emporia (Emporia), KS 66801, United States of America",66801,Emporia,Lyon County,Kansas,KS,United States,us
"Fall River, MA 02720",41.723461,-71.13388911,"Fall River, MA 02720, United States of America",02720,Fall River,Bristol County,Massachusetts,MA,United States,us
"Fayetteville, NC 28301",35.06767108,-78.88157953,"Fayetteville, NC 28301, United States of America",28301,Fayetteville,Cumberland County,North Carolina,NC,United States,us
"Fresno, CA 93740",36.81287262,-119.7498871,"Fresno, CA 93740, United States of America",93740,Fresno,Fresno County,California,CA,United States,us
"Greeley, CO 80639",40.40284799,-104.6997929,"Greeley, CO 80639, United States of America",80639,Greeley,Weld County,Colorado,CO,United States,us
"Honolulu, HI 96822",21.30587967,-157.8270401,"Honolulu County, HI 96822, United States of America",96822,,Honolulu County,Hawaii,HI,United States,us
Huntsville AL 35899,34.7249108,-86.6404909,"Huntsville, AL 35899, United States of America",35899,Huntsville,Madison County,Alabama,AL,United States,us
"Huntsville, TX 77341",30.7170072,-95.5464553,"Huntsville, TX 77341, United States of America",77341,Huntsville,Walker County,Texas,TX,United States,us
"Indianapolis, IN 46208",39.82215335,-86.17028708,"Indianapolis, IN 46208, United States of America",46208,Indianapolis,Marion County,Indiana,IN,United States,us
"Jackson, TN 38305",35.68448934,-88.82712894,"Jackson, TN 38305, United States of America",38305,Jackson,Madison County,Tennessee,TN,United States,us
"Kapolei, HI 96707",21.3340079,-158.077849,"Kapolei, HI 96707, United States of America",96707,Kapolei,Honolulu County,Hawaii,HI,United States,us
"Knoxville, TN 37998",35.9603948,-83.9210261,"Knoxville, TN, United States of America",,Knoxville,Knox County,Tennessee,TN,United States,us
"Lamoni, IA 50140",40.6228083,-93.9342515,"Lamoni, IA 50140, United States of America",50140,Lamoni,Decatur County,Iowa,IA,United States,us
"Manchester, NH 03102",42.99661359,-71.48490656,"Manchester, NH 03102, United States of America",03102,Manchester,Hillsborough County,New Hampshire,NH,United States,us
"Memphis, TN 38152",35.11901742,-89.9390333,"Memphis, TN 38152, United States of America",38152,Memphis,Shelby County,Tennessee,TN,United States,us
"Miami, FL 33199",25.7741728,-80.19362,"Miami, FL, United States of America",,Miami,Miami-Dade County,Florida,FL,United States,us
"Middletown, PA 17057",40.1997955,-76.7310903,"Middletown (Middletown), PA 17057, United States of America",17057,Middletown,Dauphin County,Pennsylvania,PA,United States,us
"Millersville, PA 17551",39.997998,-76.3545372,"Millersville, PA 17551, United States of America",17551,Millersville,Lancaster County,Pennsylvania,PA,United States,us
"Nashville, TN 37240",36.1622767,-86.7742984,"Nashville, TN, United States of America",,Nashville,Davidson County,Tennessee,TN,United States,us
"Natchitoches, LA 71497",31.74734,-93.0989873,"Natchitoches, LA 71497, United States of America",71497,Natchitoches,Natchitoches Parish,Louisiana,LA,United States,us
"New London, CT 06320",41.3556187,-72.0997804,"New London, CT 06320, United States of America",06320,New London,Southeastern Connecticut Planning Region,Connecticut,CT,United States,us
"New Paltz, NY 12561",41.7464972,-74.0844894,"New Paltz, NY 12561, United States of America",12561,New Paltz,Ulster County,New York,NY,United States,us
"North Canton, OH 44720",40.875891,-81.4023356,"North Canton, OH, United States of America",,North Canton,Stark County,Ohio,OH,United States,us
"Northfield, MN 55057",44.4582041,-93.161159,"Northfield (Northfield), MN 55057, United States of America",55057,Northfield,Rice County,Minnesota,MN,United States,us
"Norwalk, CA 90650",33.9092802,-118.0849169,"Norwalk, CA 90650, United States of America",90650,Norwalk,Los Angeles County,California,CA,United States,us
"Ogden, UT 84408",41.19175081,-111.9461698,"Ogden, UT 84408, United States of America",84408,Ogden,Weber County,Utah,UT,United States,us
"Oxford, GA 30054",33.6190031,-83.8674052,"Oxford, GA, United States of America",,Oxford,Newton County,Georgia,GA,United States,us
"Pasadena, CA 91106",34.14099248,-118.1266205,"Pasadena, CA 91106, United States of America",91106,Pasadena,Los Angeles County,California,CA,United States,us
"Pasadena, CA 91125",34.1346407,-118.1248551,"Pasadena, CA 91125, United States of America",91125,Pasadena,Los Angeles County,California,CA,United States,us
"Portland, ME 04104",43.6573605,-70.2586618,"Portland, ME, United States of America",,Portland,Cumberland County,Maine,ME,United States,us
"Potsdam, NY 13699",44.6697996,-74.9813349,"Potsdam, NY 13699, United States of America",13699,Potsdam,Saint Lawrence County,New York,NY,United States,us
"Queens, NY 11367",40.72879758,-73.82105518,"New York, NY 11367, United States of America",11367,New York,,New York,NY,United States,us
"Queens, NY 11439",40.7659042,-73.79332363,"New York, NY 11439, United States of America",11439,New York,,New York,NY,United States,us
"Rock Hill, SC 29733",34.95111423,-81.0312231,"Rock Hill, SC 29733, United States of America",29733,Rock Hill,York County,South Carolina,SC,United States,us
"Salisbury, NC 28144",35.68482938,-80.46935931,"Salisbury, NC 28144, United States of America",28144,Salisbury,Rowan County,North Carolina,NC,United States,us
"San Diego, CA 92110",32.77009243,-117.1986454,"San Diego, CA 92110, United States of America",92110,San Diego,San Diego County,California,CA,United States,us
"Selinsgrove, PA 17870",40.8062437,-76.8607084,"Selinsgrove (Selinsgrove), PA, United States of America",,Selinsgrove,Snyder County,Pennsylvania,PA,United States,us
"Sewanee, TN 37383",35.2031373,-85.9210899,"Sewanee (Sewanee), TN 37383, United States of America",37383,Sewanee,Franklin County,Tennessee,TN,United States,us
"Somerville, NJ 08876",40.5742696,-74.60988,"Somerville, NJ, United States of America",,Somerville,Somerset County,New Jersey,NJ,United States,us
"St Louis, MO 63130",38.65807977,-90.31562512,"University City, MO 63130, United States of America",63130,University City,Saint Louis County,Missouri,MO,United States,us
"St Paul, MN 55104",44.954304,-93.15673614,"Saint Paul, MN 55104, United States of America",55104,Saint Paul,Ramsey County,Minnesota,MN,United States,us
"Storm Lake, IA 50588",42.6452817,-95.1992726,"Storm Lake (Storm Lake), IA, United States of America",,Storm Lake,Buena Vista County,Iowa,IA,United States,us
"Toledo, OH 43606",41.66968439,-83.60328014,"Toledo, OH 43606, United States of America",43606,Toledo,Lucas County,Ohio,OH,United States,us
"Towson, MD 21252",39.4018513,-76.6023803,"Towson, MD 21252, United States of America",21252,Towson,Baltimore County,Maryland,MD,United States,us
"Tri-Cities, WA",46.225460049999995,-119.2208907,"Tri-Cities Center, Kennewick, WA, United States of America",,Kennewick,Benton County,Washington,WA,United States,us
"Tulsa, OK 74104",36.14662923,-95.95303935,"Tulsa, OK 74104, United States of America",74104,Tulsa,Tulsa County,Oklahoma,OK,United States,us
"Valparaiso, IN 46383",41.48986245,-87.03843581,"Valparaiso, IN 46383, United States of America",46383,Valparaiso,Porter County,Indiana,IN,United States,us
"Vancouver V6T IV4, BC Canada",49.2636516,-123.2375112,"University of British Columbia, Electoral Area A, BC V6T, Canada",V6T,Electoral Area A,Metro Vancouver Regional District,British Columbia,BC,Canada,ca
"Victoria, TX 77901",28.81263677,-96.99817779,"Victoria, TX 77901, United States of America",77901,Victoria,Victoria County,Texas,TX,United States,us
"Victorville, CA 92392",34.48743195,-117.3378502,"Victorville, CA 92392, United States of America",92392,Victorville,San Bernardino County,California,CA,United States,us
"Waltham, MA 02452",42.38851676,-71.22352576,"Waltham, MA 02452, United States of America",02452,Waltham,Middlesex County,Massachusetts,MA,United States,us
"Warrensburg, MO 64093",38.7624373,-93.7409596,"Warrensburg, MO 64093, United States of America",64093,Warrensburg,Johnson County,Missouri,MO,United States,us
"Westfield, MA 01086",42.1327611,-72.7943407,"Westfield, MA 01086, United States of America",01086,Westfield,Hampden County,Massachusetts,MA,United States,us
"Winona, MN 55987",44.0500054,-91.6392294,"Winona, MN 55987, United States of America",55987,Winona,Winona County,Minnesota,MN,United States,us
"Wise, VA 24293",36.9759345,-82.5757108,"Wise (Wise), VA 24293, United States of America",24293,Wise,Wise County,Virginia,VA,United States,us
"Zhuhai, Guangdong, China",22.273734,113.5721327,"Zhuhai, Guangdong Province, China",,Zhuhai,,Guangdong Province,,China,cn
"Altoona, PA 16601",40.5481284,-78.37077213,"Logan Township, PA 16601, United States of America",16601,Logan Township,Blair County,Pennsylvania,PA,United States,us
"Atlanta, GA 30319",33.7489924,-84.3902644,"Atlanta, GA, United States of America",,Atlanta,Fulton County,Georgia,GA,United States,us
"Bennington, VT 05201",42.88910911,-73.15316304,"Bennington, VT 05201, United States of America",05201,Bennington,Bennington County,Vermont,VT,United States,us
"Bowling Green, KY 42101",36.9903199,-86.4436018,"Bowling Green, KY 42101, United States of America",42101,Bowling Green,Warren County,Kentucky,KY,United States,us
"Camarillo, CA 93012",34.21158948,-119.0123105,"Camarillo, CA 93012, United States of America",93012,Camarillo,Ventura County,California,CA,United States,us
"Cambridge, MA 02138",42.3656347,-71.1040018,"Cambridge, MA, United States of America",,Cambridge,Middlesex County,Massachusetts,MA,United States,us
"Cleveland, OH 44106",41.50404986,-81.61150491,"Cleveland, OH 44106, United States of America",44106,Cleveland,Cuyahoga County,Ohio,OH,United States,us
"Columbia, MO 65211",38.93954715,-92.33128162,"Columbia, MO 65211, United States of America",65211,Columbia,Boone County,Missouri,MO,United States,us
"Conway, AR 72035",35.07941988,-92.45732504,"Conway, AR 72035, United States of America",72035,Conway,Faulkner County,Arkansas,AR,United States,us
"Due West, SC 29639",34.3334469,-82.387902,"Due West (Due West), SC 29639, United States of America",29639,Due West,Abbeville County,South Carolina,SC,United States,us
"East Lansing, MI 40502",42.7320307,-84.4721678,"East Lansing, MI, United States of America",,East Lansing,Ingham County,Michigan,MI,United States,us
"Evansville, IN 47712",37.970495,-87.5715641,"Evansville, IN, United States of America",,Evansville,Vanderburgh County,Indiana,IN,United States,us
"Exeter, United Kingdom EX4 4ND",50.7363268,-3.5371918,"Exeter, EX4 4ND, United Kingdom",EX4 4ND,Exeter,Devon,England,ENG,United Kingdom,gb
"Fairfield, CT 06824",41.16064572,-73.26347353,"Fairfield, CT 06824, United States of America",06824,Fairfield,Greater Bridgeport Planning Region,Connecticut,CT,United States,us
"Farmingdale, NY 11735",40.7328811,-73.4458564,"Farmingdale, NY, United States of America",,Farmingdale,Nassau County,New York,NY,United States,us
